公历日期,十二值日,十二值神,黄道吉日,宜,忌
2034-05-02,满,天刑,否,开光、出行、交易、塞穴、嫁娶、理发、开市、安床,祈福、出火、置产、动土、破土、安葬、修造、上梁、入宅
2034-05-03,平,朱雀,否,祭祀、作灶、畋猎、结网、修饰垣墙、平治道涂、馀事勿取,嫁娶、安床、治病
2034-05-04,定,金匮,是,沐浴、祭祀、解除、安葬、破土、谢土、移柩、馀事勿取,斋醮、开光、嫁娶、入宅、上梁
2034-05-05,执,天德,是,嫁娶、纳采、出行、祭祀、祈福、开市、动土、移徙、入宅、破土、安葬,安门
2034-05-06,破,白虎,否,嫁娶、纳采、求医、治病、修造、动土、移徙、入宅、破土、安葬,开市、开光
2034-05-07,危,玉堂,是,祭祀、破屋、坏垣、馀事勿取,诸事不宜
2034-05-08,成,天牢,是,嫁娶、纳采、祭祀、祈福、出行、动土、上梁、移徙、入宅、破土、安葬,斋醮
2034-05-09,收,玄武,否,纳采、祭祀、祈福、开市、求医、治病、动土、纳畜,嫁娶、安葬
2034-05-10,开,司命,是,嫁娶、纳采、出行、移徙、入宅,动土、破土、安葬
2034-05-11,闭,勾陈,否,订盟、纳采、祭祀、动土、破土、交易、立券,嫁娶、安葬
2034-05-12,建,青龙,否,嫁娶、裁衣、祭祀、出行、安床、作灶、移徙、入宅、破土、安葬,赴任、捕捉
2034-05-13,除,明堂,是,塞穴、结网、馀事勿取,诸事不宜
2034-05-14,满,天刑,否,嫁娶、订盟、纳采、出行、祭祀、祈福、斋醮、动土、上梁、破土、安葬,移徙、入宅
2034-05-15,平,朱雀,否,订盟、纳采、会亲友、安床、作灶、造畜稠,开市、安葬
2034-05-16,定,金匮,是,沐浴、平治道涂、扫舍、入殓、移柩、破土、启钻、安葬、馀事勿取,诸事不宜
2034-05-17,执,天德,是,嫁娶、祭祀、祈福、求嗣、开光、出行、出火、拆卸、动土、上梁、进人口、入宅、移徙、安床、安门、开市、交易、立券、挂匾、栽种、破土、安葬,无
2034-05-18,执,天德,是,祭祀、开光、出行、解除、塑绘、裁衣、入殓、移柩、破土、启钻、安葬、除服、成服,嫁娶、上梁、修造、拆卸、架马、入宅、伐木、动土、出火、开柱眼
2034-05-19,破,白虎,否,祭祀、解除、破屋、坏垣、馀事勿取,诸事不宜
2034-05-20,危,玉堂,是,嫁娶、祭祀、祈福、求嗣、开光、出行、拆卸、动土、上梁、出火、进人口、入宅、移徙、安床、栽种、纳畜、牧养、竖柱、安门、修造、解除、会亲友,无
2034-05-21,成,天牢,是,开市、交易、立券、祭祀、祈福、开光、伐木、进人口、安床、拆卸、修造、动土、栽种、破土、移柩、安葬,入宅、移徙、理发、出火、嫁娶、出行
2034-05-22,收,玄武,否,结网、解除、馀事勿取,诸事不宜
2034-05-23,开,司命,是,嫁娶、祭祀、祈福、求嗣、开光、开市、交易、立券、安床、出行、拆卸,纳畜、入宅、移徙、安葬、探病、伐木、上梁、安门、入殓、动土
2034-05-24,闭,勾陈,否,嫁娶、祭祀、祈福、求嗣、出行、出火、拆卸、修造、动土、入宅、移徙、安床、作灶、塞穴、栽种、破土、安葬,开光、掘井、开仓
2034-05-25,建,青龙,否,解除、扫舍、馀事勿取,诸事不宜
2034-05-26,除,明堂,是,开市、交易、立券、挂匾、开光、出行、拆卸、进人口、入宅、移柩、动土、安门、上梁、栽种、破土、修坟、安葬,嫁娶、安床、探病、作灶
2034-05-27,满,天刑,否,进人口、会亲友,塞穴、上梁、动土、伐木、安葬、词讼
2034-05-28,平,朱雀,否,沐浴、平治道涂、扫舍、入殓、破土、安葬、除服、成服,嫁娶、移徙、伐木、作梁、安床、祭祀、祈福、盖屋
2034-05-29,定,金匮,是,嫁娶、祭祀、祈福、求嗣、开光、出火、出行、拆卸、动土、解除、进人口、开市、交易、立券、挂匾、入宅、移徙、安床、安门、上梁、安葬、破土、谢土,无
2034-05-30,执,天德,是,祭祀、祈福、求嗣、开光、解除、合帐、冠笄、伐木、架马、作梁、修造、进人口、嫁娶、裁衣、安床、动土、起基、上梁、竖柱、放水、会亲友,无
2034-05-31,破,白虎,否,破屋、坏垣、沐浴、解除、馀事勿取,诸事不宜
2034-06-01,危,玉堂,是,纳采、订盟、嫁娶、造车器、祭祀、祈福、求嗣、开光、出火、拆卸、修造、动土、进人口、挂匾、入宅、移徙、安床、栽种、入殓、破土、安葬、除服、成服,开市、立券
2034-06-02,成,天牢,是,开市、交易、立券、祭祀、祈福、开光、动土、安床、出行、栽种、纳畜、牧养、竖柱、上梁、解除、破土,嫁娶、掘井、入宅、移徙、安葬
2034-06-03,收,玄武,否,解除、出行、纳采、冠笄、竖柱、上梁、移徙、作灶、进人口、入宅、纳畜、牧养,祭祀、伐木、架马、安床、修造、动土、安葬、修坟、破土
2034-06-04,开,司命,是,祭祀、祈福、求嗣、开光、出行、开市、交易、立券、栽种、安床、纳畜、移徙、起基、动土、定磉、造仓、置产、破土、启钻、修坟,入宅、修造、安门、伐木、入殓、安葬、盖屋
2034-06-05,闭,勾陈,否,嫁娶、纳采、祭祀、祈福、求医、治病、出行、动土、移徙、入宅,开市、安门
2034-06-06,建,青龙,否,裁衣、作灶、移徙、入宅、纳畜,嫁娶、安葬
2034-06-07,除,明堂,是,祭祀、入殓、移柩、启钻、安葬,上梁、动土、破土
2034-06-08,满,天刑,否,订盟、纳采、出行、祈福、斋醮、安床、会亲友,移徙、入宅、安葬
2034-06-09,平,朱雀,否,嫁娶、纳采、出行、求医、治病、开市、移徙、入宅、启钻、安葬,动土、破土
2034-06-10,定,金匮,是,嫁娶、祭祀、沐浴、扫舍、修饰垣墙,行丧、安葬
2034-06-11,执,天德,是,嫁娶、订盟、纳采、出行、开市、祭祀、祈福、动土、移徙、入宅、破土、安葬,作灶
2034-06-12,破,白虎,否,订盟、纳采、出行、祭祀、祈福、修造、动土、移徙、入宅,开市、安葬
2034-06-13,危,玉堂,是,诸事不宜,无
2034-06-14,成,天牢,是,嫁娶、订盟、纳采、祭祀、祈福、入殓、破土、安葬,开光、开市
2034-06-15,收,玄武,否,开光、求医、治病、动土、上梁、入殓、破土、安葬,嫁娶
2034-06-16,收,玄武,否,祭祀、栽种、馀事勿取,诸事不宜
2034-06-17,开,司命,是,嫁娶、开光、祭祀、祈福、求嗣、出行、解除、伐木、入宅、移徙、安床、出火、拆卸、修造、上梁、栽种、移柩,安葬、开市、交易、立券
2034-06-18,闭,勾陈,否,求嗣、嫁娶、纳采、合帐、裁衣、冠笄、伐木、作梁、修造、动土、起基、竖柱、上梁、安门、作灶、筑堤、造畜稠,安葬、出行、祈福、栽种
2034-06-19,建,青龙,否,祭祀、解除、馀事勿取,诸事不宜
2034-06-20,除,明堂,是,嫁娶、祭祀、祈福、出火、开光、求嗣、出行、拆卸、开市、交易、立券、挂匾、入宅、移徙、安床、栽种、动土,安葬、行丧、伐木、作梁
2034-06-21,满,天刑,否,开光、求嗣、出行、解除、伐木、出火、拆卸、修造、上梁、起基、入宅、移徙、开市、交易、立券、栽种、牧养、入殓、安葬、除服、成服,置产、安床
2034-06-22,平,朱雀,否,祭祀、理发、修饰垣墙、平治道涂、沐浴、整手足甲、扫舍,出行、安门、修造、嫁娶、上梁、入宅
2034-06-23,定,金匮,是,嫁娶、祭祀、开光、祈福、求嗣、出行、出火、拆卸、动土、修造、进人口、入宅、移徙、安床、挂匾、交易、立券、栽种、纳畜、入殓、破土、启钻、安葬,无
2034-06-24,执,天德,是,祭祀、祈福、求嗣、开光、出行、伐木、出火、拆卸、修造、动土、起基、安床、入宅、移徙,嫁娶、开市、交易、行丧、安葬、修坟
2034-06-25,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2034-06-26,危,玉堂,是,开市、交易、立券、纳财、开池、开厕、结网、祭祀、修造、动土、安床、放水、经络、破土,嫁娶、造桥、词讼、移徙、安门、作灶、栽种
2034-06-27,成,天牢,是,开市、交易、立券、纳财、栽种、安床、拆卸、修造、动土、上梁、入殓、安葬、破土、除服、成服,嫁娶、出火、伐木、祭祀、入宅、移徙、纳畜、探病
2034-06-28,收,玄武,否,祭祀、作灶、馀事勿取,诸事不宜
2034-06-29,开,司命,是,解除、坏垣、馀事勿取,诸事不宜
2034-06-30,闭,勾陈,否,修造、动土、起基、安门、安床、栽种、筑堤、补垣、造畜稠,嫁娶、掘井、入宅、移徙、出火、出行、行丧、安葬、开光、理发、进人口
2034-07-01,建,青龙,否,祭祀、教牛马、断蚁、馀事勿取,斋醮、移徙、入宅、动土
2034-07-02,除,明堂,是,纳采、订盟、嫁娶、祭祀、祈福、开市、纳财、立券、移徙、出行、修造、动土、起基、定磉、竖柱、拆卸、扫舍、放水、安香、安床、造船、开池、掘井、造畜稠、栽种,行丧、安葬、破土、作灶、伐木、斋醮
2034-07-03,满,天刑,否,嫁娶、开光、祭祀、祈福、出行、解除、移徙、入宅、开市、纳财、起基、修造、竖柱、上梁、盖屋、作灶、出火、安香、补垣、塞穴、拆卸、放水、扫舍、造仓、造船、栽种、安葬,纳采、订盟、安床、谢土、破土、动土
2034-07-04,平,朱雀,否,嫁娶、祭祀、理发、作灶、修饰垣墙、平治道涂、整手足甲、沐浴、冠笄,破土、出行、栽种
2034-07-05,定,金匮,是,嫁娶、纳采、订盟、祭祀、祈福、求嗣、开光、出火、出行、拆卸、修造、动土、进人口、入宅、移徙、安床、交易、立券、挂匾、纳财、入殓、安葬、启钻、除服、成服,掘井、破土
2034-07-06,执,天德,是,畋猎、捕捉、结网、取渔、祭祀、沐浴、馀事勿取,嫁娶、开市、安葬、启钻、行丧
2034-07-07,破,白虎,否,纳采、祭祀、祈福、解除、动土、破土、安葬,嫁娶、移徙、入宅
2034-07-08,危,玉堂,是,祭祀、破屋、坏垣、馀事勿取,诸事不宜
2034-07-09,成,天牢,是,嫁娶、纳采、开市、出行、动土、上梁、移徙、入宅、破土、安葬,祭祀、祈福
2034-07-10,收,玄武,否,嫁娶、纳采、开市、出行、动土、上梁、移徙、入宅、破土、安葬,赴任
2034-07-11,开,司命,是,祭祀、作灶、纳财、捕捉,开市、破土
2034-07-12,闭,勾陈,否,嫁娶、开市、立券、祭祀、祈福、动土、移徙、入宅,造庙、安葬
2034-07-13,建,青龙,否,补垣、塞穴、结网、入殓、除服、成服、移柩、安葬、启钻、馀事勿取,诸事不宜
2034-07-14,除,明堂,是,嫁娶、纳采、出行、祭祀、祈福、解除、移徙、入宅,动土、安葬
2034-07-15,满,天刑,否,嫁娶、祭祀、祈福、斋醮、治病、破土、安葬,开市、入宅
2034-07-16,满,天刑,否,嫁娶、出行、开市、安床、入殓、启钻、安葬,祈福、动土、破土
2034-07-17,平,朱雀,否,嫁娶、祭祀、裁衣、结网、冠笄、沐浴,开仓、出货财、置产、安葬、动土、破土、掘井、栽种
2034-07-18,定,金匮,是,入宅、移徙、安床、开光、祈福、求嗣、进人口、开市、交易、立券、出火、拆卸、修造、动土,嫁娶、破土、置产、栽种、安葬、修坟、行丧
2034-07-19,执,天德,是,祭祀、解除、沐浴、整手足甲、入殓、移柩、破土、启钻、安葬,嫁娶、入宅、移徙、作灶、开市、交易、安门、栽种
2034-07-20,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2034-07-21,危,玉堂,是,嫁娶、开光、出行、理发、作梁、出火、拆卸、修造、开市、交易、立券、挂匾、动土、入宅、移徙、安床、栽种,伐木、祭祀、纳畜
2034-07-22,成,天牢,是,嫁娶、开光、出行、祈福、求嗣、解除、拆卸、动土、修造、进人口、开市、交易、立券、挂匾、入宅、移徙、安床、栽种、纳畜、入殓、移柩、安葬,无
2034-07-23,收,玄武,否,祭祀、作灶、纳财、栽种、纳畜、进人口,安葬、经络、修坟、破土、开市、安床、启钻、立碑
2034-07-24,开,司命,是,祭祀、祈福、求嗣、开光、开市、牧养、理发,嫁娶、出行、安葬、入殓、入宅、作灶、冠笄、上梁
2034-07-25,闭,勾陈,否,祭祀、入殓、破土、除服、成服、移柩、启钻、安葬、谢土、馀事勿取,无
2034-07-26,建,青龙,否,祭祀、出行、交易、割蜜、造畜稠,嫁娶、作灶、安葬、动土、词讼、作梁、伐木、掘井、破土、移徙
2034-07-27,除,明堂,是,嫁娶、祭祀、祈福、求嗣、开光、出火、拆卸、修造、动土、进人口、开市、交易、立券、挂匾、入宅、移徙、栽种、纳畜、入殓、启钻、除服、成服,无
2034-07-28,满,天刑,否,嫁娶、开光、解除、安床、牧养、理发、开市、入殓、启钻、移柩、安葬、扫舍,作灶、动土、上梁、栽种、入宅、移徙、修造、祈福
2034-07-29,平,朱雀,否,祭祀、解除、馀事勿取,诸事不宜
2034-07-30,定,金匮,是,祭祀、祈福、求嗣、开光、伐木、出火、拆卸、入宅、安床、修造、动土、上梁、挂匾、纳畜,嫁娶、栽种、行丧、理发、修坟、作灶
2034-07-31,执,天德,是,解除、祭祀、理发、入殓、安葬、破土,嫁娶、开市、出火、作灶、置产、斋醮、入宅、移徙、安门
2034-08-01,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2034-08-02,危,玉堂,是,开市、交易、立券、纳财、动土、开光、出行、嫁娶、纳采、订盟、入学、开仓、出货财、纳畜、牧养、栽种、破土、启钻、安葬、立碑,入宅、移徙、作灶、祭祀、谢土
2034-08-03,成,天牢,是,嫁娶、纳采、订盟、祭祀、祈福、求嗣、开光、出火、出行、拆卸、修造、动土、进人口、开市、交易、立券、挂匾、入宅、移徙、安床、栽种、入殓、破土、谢土、安葬,掘井、伐木、纳畜、合寿木
2034-08-04,收,玄武,否,祭祀、冠笄、作灶、交易、纳财、栽种、结网、纳畜、牧养、进人口,开渠、造船、安床、安葬、破土、出行、修坟、掘井、开市、开生坟
2034-08-05,开,司命,是,嫁娶、订盟、祭祀、祈福、求嗣、纳采、裁衣、冠笄、开光、安床、作梁、修造、动土、作灶、起基、上梁、盖屋、纳畜、牧养,移徙、栽种、出行、行丧、破土、安葬、词讼
2034-08-06,闭,勾陈,否,经络、祭祀、沐浴、补垣、塞穴、除服、成服、移柩、入殓、启钻、立碑,开光、治病、嫁娶、掘井、破土、安葬
2034-08-07,建,青龙,否,嫁娶、祭祀、祈福、斋醮、作灶、移徙、入宅,动土、破土
2034-08-08,除,明堂,是,嫁娶、出行、纳畜、祭祀、入殓、启钻、安葬,作灶、动土、破土
2034-08-09,满,天刑,否,订盟、纳采、祭祀、祈福、修造、动土、上梁、破土、安葬,嫁娶、开市
2034-08-10,平,朱雀,否,订盟、纳采、出行、会亲友、修造、上梁、移徙、入宅,开市、安葬
2034-08-11,定,金匮,是,沐浴、修饰垣墙、平治道涂、馀事勿取,嫁娶、祈福
2034-08-12,执,天德,是,嫁娶、祭祀、祈福、斋醮、动土、移徙、入宅,开市、安葬
2034-08-13,破,白虎,否,捕捉、结网、入殓、破土、安葬,嫁娶、入宅
2034-08-14,破,白虎,否,沐浴、治病、破屋、坏垣、馀事勿取,诸事不宜
2034-08-15,危,玉堂,是,嫁娶、订盟、纳采、出行、开市、祭祀、祈福、移徙、入宅、启钻、安葬,动土、破土
2034-08-16,成,天牢,是,嫁娶、订盟、纳采、祭祀、祈福、求医、治病、动土、移徙、入宅、破土、安葬,开光、针灸
2034-08-17,收,玄武,否,订盟、纳采、祭祀、祈福、安机械、作灶、纳畜,动土、安葬
2034-08-18,开,司命,是,嫁娶、祭祀、祈福、求嗣、出行、动土、安床、掘井、破土、启钻,入宅、作梁、安门、伐木、修造、上梁、入殓、盖屋
2034-08-19,闭,勾陈,否,嫁娶、祭祀、祈福、求嗣、出行、出火、拆卸、修造、移徙、动土、安床、入殓、破土、安葬、启钻,盖屋、开光、理发、造船、掘井、作灶
2034-08-20,建,青龙,否,祭祀、祈福、求嗣、开光、出行、解除、上梁、盖屋、移徙、安门、纳财、牧养、纳畜、安葬、启钻、入殓,破土、置产、掘井、动土、安床
2034-08-21,除,明堂,是,祭祀、解除、沐浴、理发、整手足甲、入殓、移柩、破土、安葬、扫舍,嫁娶、会亲友、进人口、出行、入宅、移徙、赴任、作灶
2034-08-22,满,天刑,否,塑绘、开光、进人口、纳畜、补垣、塞穴、栽种、牧养,嫁娶、纳财、祈福、安葬、修造、开市、交易、立券、动土、上梁
2034-08-23,平,朱雀,否,作灶、沐浴、修饰垣墙、平治道涂、馀事勿取,诸事不宜
2034-08-24,定,金匮,是,祭祀、求嗣、开光、出行、伐木、作梁、出火、解除、拆卸、进人口、修造、动土、起基、安床、栽种、纳畜、入殓、破土、安葬、除服、成服,嫁娶、移徙
2034-08-25,执,天德,是,祭祀、塞穴、入殓、破土、安葬、移柩、馀事勿取,诸事不宜
2034-08-26,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2034-08-27,危,玉堂,是,祭祀、入殓、移柩、结网、启钻、安葬、除服、成服、馀事勿取,诸事不宜
2034-08-28,成,天牢,是,嫁娶、出火、拆卸、祭祀、祈福、开光、伐木、动土、开市、交易、立券、入宅、移徙、安床、纳畜、入殓、安葬,栽种、作灶、针灸、出行
2034-08-29,收,玄武,否,祭祀、开光、解除、进人口、交易、立券、纳财、纳畜,动土、破土、嫁娶、理发、出行、入宅、移徙、分居、安香、出火
2034-08-30,开,司命,是,嫁娶、祭祀、祈福、求嗣、开光、出行、解除、安床、栽种、移柩、进人口、会亲友、除服、成服,盖屋、入殓、安葬、伐木、入宅、移徙、置产、纳畜
2034-08-31,闭,勾陈,否,祭祀、动土、筑堤、开池、会亲友、塞穴、入殓、移柩、破土、安葬,开光、出行、修造、上梁、入宅、安门、作灶、裁衣
2034-09-01,建,青龙,否,祭祀、裁衣、安门、纳财、扫舍、出行、进人口、作灶、纳畜、造畜稠,安床、动土、安葬、开生坟、合寿木
2034-09-02,除,明堂,是,祭祀、解除、拆卸、修造、动土、起基、上梁、安床、安门、开渠、开池、入殓、破土、启钻,嫁娶、出行、进人口、作灶、入宅、移徙、栽种、赴任
2034-09-03,满,天刑,否,纳采、订盟、开光、出行、解除、安香、出火、拆卸、入宅、移徙、修造、上梁、安床、栽种、纳畜、会亲友、安机械、经络,伐木、谢土、行丧、祭祀、作灶、动土、破土、安葬、祈福
2034-09-04,平,朱雀,否,修饰垣墙、平治道涂、祭祀、沐浴、作灶,嫁娶、词讼、治病、置产、作梁、祈福、安葬、栽种、伐木、安门
2034-09-05,定,金匮,是,嫁娶、祭祀、祈福、求嗣、出火、出行、开光、解除、拆卸、修造、进人口、安香、交易、立券、入宅、移徙、安床、动土、破土、谢土、安葬、入殓、除服、成服,斋醮、开市、开仓、作灶、造船
2034-09-06,执,天德,是,破土、安葬、移柩、入殓、祭祀、捕捉、除服、成服、馀事勿取,嫁娶、入宅、开市、交易
2034-09-07,破,白虎,否,祭祀、冠笄、会亲友、拆卸、起基、除服、成服、移柩、启钻、安葬、沐浴、捕捉、开光、塑绘,作灶、入宅、嫁娶
2034-09-08,危,玉堂,是,祭祀、沐浴、破屋、坏垣、馀事勿取,移徙、入宅、出行、栽种
2034-09-09,成,天牢,是,祭祀、塑绘、开光、出行、解除、订盟、嫁娶、拆卸、起基、安床、入宅、开市、入殓、除服、成服、移柩、破土、谢土、挂匾、开柱眼、交易,造桥、冠笄、盖屋、掘井
2034-09-10,收,玄武,否,祭祀、会亲友、进人口、动土、上梁、开光、塑绘、冠笄、拆卸、起基、安床、开市、立券、赴任、经络,定磉、安葬
2034-09-11,开,司命,是,祭祀、裁衣、冠笄、嫁娶、纳婿、会亲友、除服、成服、移柩、捕捉、进人口、入殓,移徙、入宅、作灶
2034-09-12,闭,勾陈,否,诸事不宜,入殓、安葬、开市、交易
2034-09-13,闭,勾陈,否,祭祀、裁衣、冠笄、嫁娶、安机械、拆卸、动土、起基、移徙、入宅、入殓、启钻、安葬、造仓、经络,安床、开光、开市、交易
2034-09-14,建,青龙,否,祭祀、出行、成服、除服、沐浴、入殓,动土、冠笄、移徙、入宅、开市、竖柱、上梁
2034-09-15,除,明堂,是,祭祀、沐浴、赴任、出行、馀事勿取,诸事不宜
2034-09-16,满,天刑,否,诸事不宜,无
2034-09-17,平,朱雀,否,沐浴、入殓、移柩、除服、成服、破土、平治道涂,嫁娶、移徙、入宅、开市
2034-09-18,定,金匮,是,嫁娶、祭祀、祈福、求嗣、沐浴、出火、出行、拆卸、修造、动土、进人口、开市、交易、立券、入宅、移徙、安床、栽种、纳畜、入殓、安葬、启钻、除服、成服,无
2034-09-19,执,天德,是,开光、解除、起基、动土、拆卸、上梁、立碑、修坟、安葬、破土、启钻、移柩,嫁娶、出行、安床、作灶、祭祀、入宅、移徙、出火、进人口、置产
2034-09-20,破,白虎,否,破屋、坏垣、馀事勿取,诸事不宜
2034-09-21,危,玉堂,是,嫁娶、祈福、求嗣、出行、出火、拆卸、修造、动土、上梁、开光、进人口、开市、交易、立券、挂匾、安床、入宅、移徙、栽种、伐木、入殓、破土、除服、成服,无
2034-09-22,成,天牢,是,开市、交易、立券、挂匾、祭祀、开光、进人口、入宅、安床、出火、拆卸、修造、动土、栽种,嫁娶、立碑、出行、伐木、安葬、行丧、移徙、纳畜
2034-09-23,收,玄武,否,祭祀、理发、会亲友、进人口、嫁娶、针灸、入殓、移柩,探病、开渠、安葬、伐木、作灶、入宅
2034-09-24,开,司命,是,祭祀、立碑、修坟、启钻、除服、成服、馀事勿取,无
2034-09-25,闭,勾陈,否,嫁娶、出行、伐木、拆卸、修造、动土、移徙、安葬、破土、修坟、立碑,掘井、祈福、安床、开市、入宅、挂匾、开光
2034-09-26,建,青龙,否,祭祀、出行、扫舍、馀事勿取,诸事不宜
2034-09-27,除,明堂,是,嫁娶、祭祀、塑绘、开光、出行、解除、理发、整手足甲、动土、安床、开池、放水、扫舍,伐木、行丧、作灶、作梁、安葬
2034-09-28,满,天刑,否,开市、交易、立券、挂匾、开光、出行、入宅、移徙、安床、出火、上梁,作灶、行丧、理发、乘船、嫁娶、安葬
2034-09-29,平,朱雀,否,祭祀、沐浴、修饰垣墙、平治道涂、馀事勿取,诸事不宜
2034-09-30,定,金匮,是,嫁娶、祭祀、祈福、求嗣、开光、出行、出火、拆卸、修造、动土、进人口、入宅、移徙、安床、开市、交易、立券、挂匾、栽种、纳畜、入殓、安葬、除服、成服,无
2034-10-01,执,天德,是,解除、坏垣、馀事勿取,诸事不宜
2034-10-02,破,白虎,否,祭祀、治病、破屋、坏垣、馀事勿取,诸事不宜
2034-10-03,危,玉堂,是,嫁娶、纳采、订盟、祭祀、开光、出行、理发、作梁、出火、拆卸、修造、动土、进人口、入宅、移徙、安床、挂匾、栽种、纳畜、破土、安葬、入殓、除服、成服,开市、掘井、开渠、造桥、造船
2034-10-04,成,天牢,是,开市、交易、立券、纳财、挂匾、栽种、祭祀、祈福、开光、拆卸、动土、安床,嫁娶、破土、进人口、出行、入宅、移徙、出火、纳畜、词讼、安葬
2034-10-05,收,玄武,否,嫁娶、祭祀、理发、进人口、作灶、移柩、冠笄、会亲友,开仓、出货财、伐木、纳畜、开市、上梁、盖屋、破土、启钻、栽种
2034-10-06,开,司命,是,祭祀、修坟、除服、成服、启钻、移柩、馀事勿取,开市、入宅、嫁娶、动土、破土、安葬
2034-10-07,闭,勾陈,否,嫁娶、冠笄、安机械、解除、纳畜、牧养、沐浴、伐木、架马、作梁、安门、扫舍、合寿木、安葬、启钻、立碑、修坟,祈福、开光、开市、入宅、动土
2034-10-08,建,青龙,否,嫁娶、祭祀、安机械、入殓、破土、安葬,动土、上梁
2034-10-09,除,明堂,是,作灶、造畜稠,行丧、安葬
2034-10-10,满,天刑,否,沐浴、理发、入学、习艺、进人口,嫁娶、入宅
2034-10-11,平,朱雀,否,开光、针灸、会亲友、启钻、安葬,开市、动土、破土
2034-10-12,平,朱雀,否,祭祀、结网、造畜稠、馀事勿取,无
2034-10-13,定,金匮,是,入殓、除服、成服、移柩、破土、启钻、安葬,移徙、入宅
2034-10-14,执,天德,是,嫁娶、订盟、纳采、出行、祭祀、祈福、动土、移徙、入宅、破土、安葬,开市、赴任
2034-10-15,破,白虎,否,祭祀、解除、破屋、坏垣、馀事勿取,无
2034-10-16,危,玉堂,是,订盟、纳采、会亲友、安机械、纳财、牧养,祈福、安葬
2034-10-17,成,天牢,是,嫁娶、订盟、纳采、出行、开市、祭祀、祈福、动土、移徙、入宅、破土、安葬,斋醮、安门
2034-10-18,收,玄武,否,祭祀、塞穴、馀事勿取,诸事不宜
2034-10-19,开,司命,是,祭祀、祈福、求嗣、开光、开市、出行、解除、动土、起基、置产、栽种,嫁娶、作灶、修坟、安门、入宅、立碑、安葬、安床
2034-10-20,闭,勾陈,否,祭祀、解除、裁衣、理发、安床、作灶、造畜稠、放水、筑堤、补垣、塞穴、整手足甲、扫舍,嫁娶、开光、会亲友、掘井、安门、栽种
2034-10-21,建,青龙,否,祭祀、出行、裁衣、冠笄、会亲友、造畜稠、嫁娶、竖柱、上梁、移徙、纳财、纳畜,动土、伐木、作梁、行丧、安葬、开生坟
2034-10-22,除,明堂,是,祭祀、祈福、求嗣、开光、出行、解除、移徙、伐木、安床、纳畜、出火、拆卸,安葬、修坟、作灶、破土、造庙、动土、嫁娶、纳采
2034-10-23,满,天刑,否,开市、交易、立券、纳财、会亲友、开光、理发、入殓、移柩、安葬、启钻,嫁娶、作灶、出火、出行、入宅、移徙、安床、祈福、上梁
2034-10-24,平,朱雀,否,造畜稠、平治道涂、馀事勿取,诸事不宜
2034-10-25,定,金匮,是,入殓、破土、安葬、启钻、除服、成服、馀事勿取,无
2034-10-26,执,天德,是,祭祀、入殓、移柩、开生坟、破土、启钻、安葬、除服、成服、馀事勿取,无
2034-10-27,破,白虎,否,祭祀、解除、破屋、坏垣、馀事勿取,诸事不宜
2034-10-28,危,玉堂,是,嫁娶、求嗣、纳采、进人口、纳财、结网、纳畜、牧养、会亲友,上梁、作灶、伐木、出行、安葬、安门、理发
2034-10-29,成,天牢,是,嫁娶、祭祀、开市、开光、出行、入宅、移徙、出火、拆卸、修造、安床,纳畜、伐木、置产、作梁、行丧、安葬、修坟、立碑
2034-10-30,收,玄武,否,嫁娶、祭祀、作灶、纳财,安葬、开市、修坟、立碑
2034-10-31,开,司命,是,嫁娶、祭祀、祈福、求嗣、开光、出行、解除、出火、进人口、开市、交易、立券、挂匾、纳财、入宅、移徙、栽种、破土、谢土,安床、安葬
2034-11-01,闭,勾陈,否,嫁娶、祭祀、祈福、求嗣、动土、安床、扫舍、入殓、移柩、破土、启钻、安葬、作灶、整手足甲、补垣、除服、成服,开光、栽种
2034-11-02,建,青龙,否,祭祀、祈福、求嗣、开光、出行、解除、上梁、入宅、移徙、安床、安门、纳财、纳畜、造畜稠,伐木、行丧、破土、嫁娶、安葬、开渠
2034-11-03,除,明堂,是,祭祀、开光、出行、解除、理发、伐木、出火、拆卸、上梁、合脊、安床、造畜稠,嫁娶、安葬、行丧、词讼、造桥、作灶、破土、动土
2034-11-04,满,天刑,否,纳采、订盟、会亲友、沐浴、理发、裁衣、冠笄、安床、除服、成服、启钻、移柩、安葬、开生坟,开市、入宅、出行、嫁娶、修坟、祈福、动土、安门、谢土、上梁
2034-11-05,平,朱雀,否,解除、祭祀、修饰垣墙、平治道涂、造畜稠、馀事勿取,嫁娶、开市、交易、入宅、入学、安葬
2034-11-06,定,金匮,是,入殓、破土、启钻、安葬、除服、成服、馀事勿取,开市、入宅、祭祀、置产、补垣、塞穴
2034-11-07,执,天德,是,祭祀、祈福、订盟、纳采、裁衣、拆卸、修造、动土、起基、安床、移徙、入宅、安香、入殓、移柩、安葬、谢土、赴任、进人口、会亲友,作灶、治病
2034-11-08,破,白虎,否,祭祀、塑绘、开光、订盟、纳采、嫁娶、安床、进人口、入殓、除服、成服、移柩、启钻、安葬、立碑,开市、交易、破土、作灶
2034-11-09,危,玉堂,是,祭祀、解除、破屋、坏垣、馀事勿取,诸事不宜
